Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades
BAJAUTOFIN,EQ,19-Apr-2007,425.15,424.0,426.0,422.3,425.0,425.0,424.33,523,221925.6,-
BAJAUTOFIN,EQ,20-Apr-2007,425.0,425.0,429.5,425.0,425.25,425.85,425.46,537,228473.8,-
BAJAUTOFIN,EQ,23-Apr-2007,425.85,425.05,428.7,425.0,425.0,425.0,425.29,471,200313.25,-
BAJAUTOFIN,EQ,24-Apr-2007,425.0,426.35,426.65,425.0,425.1,425.1,425.35,533,226711.15,-
BAJAUTOFIN,EQ,25-Apr-2007,425.1,425.1,425.5,425.0,425.0,425.05,425.04,552,234623.25,-
BAJAUTOFIN,EQ,26-Apr-2007,425.05,425.0,428.15,424.0,424.0,424.0,424.88,498,211590.8,-
BAJAUTOFIN,EQ,27-Apr-2007,424.0,425.0,427.0,422.0,422.0,422.0,423.99,616,261175.65,-
BAJAUTOFIN,EQ,30-Apr-2007,422.0,430.0,430.0,422.0,422.0,422.0,423.34,694,293797.5,-
BAJAUTOFIN,EQ,03-May-2007,422.0,424.95,449.9,416.0,441.0,436.4,436.22,10611,4628751.4,-
BAJAUTOFIN,EQ,04-May-2007,436.4,427.1,450.0,427.1,429.0,429.95,443.3,4118,1825498.35,-
BAJAUTOFIN,EQ,07-May-2007,429.95,435.0,435.0,423.05,428.0,427.35,425.94,1627,693005.05,-
BAJAUTOFIN,EQ,08-May-2007,427.35,419.0,437.6,419.0,425.6,425.55,427.56,1004,429268.75,-
BAJAUTOFIN,EQ,09-May-2007,425.55,420.0,420.0,411.2,411.2,419.9,419.82,6749,2833349.3,-
BAJAUTOFIN,EQ,10-May-2007,419.9,425.0,441.0,425.0,433.5,427.4,434.24,5942,2580281.25,-
BAJAUTOFIN,EQ,11-May-2007,427.4,439.9,460.8,435.0,452.45,450.4,451.23,15351,6926765.4,-
BAJAUTOFIN,EQ,14-May-2007,450.4,474.0,474.9,460.1,460.15,464.95,469.69,15749,7397085.95,-
BAJAUTOFIN,EQ,15-May-2007,464.95,475.0,516.0,456.1,499.0,502.85,488.18,33116,16166463.25,-
BAJAUTOFIN,EQ,16-May-2007,502.85,509.95,509.95,465.4,468.0,470.15,480.31,29395,14118631.15,-
BAJAUTOFIN,EQ,17-May-2007,470.15,560.0,560.0,417.0,430.0,434.85,470.68,159341,74998553.4,-
BAJAUTOFIN,EQ,18-May-2007,434.85,408.1,440.0,408.1,421.55,426.65,429.17,19904,8542129.85,-
BAJAUTOFIN,EQ,21-May-2007,426.65,444.0,444.0,409.95,409.95,414.0,418.28,14736,6163705.8,-
BAJAUTOFIN,EQ,22-May-2007,414.0,413.0,414.0,391.1,395.0,400.75,399.93,48116,19243084.75,-
BAJAUTOFIN,EQ,23-May-2007,400.75,385.55,423.95,385.55,412.0,417.75,416.48,33526,13962868.7,-
BAJAUTOFIN,EQ,24-May-2007,417.75,414.0,415.0,393.0,407.0,401.05,403.65,22471,9070325.25,-
BAJAUTOFIN,EQ,25-May-2007,401.05,407.0,407.0,371.0,399.0,401.2,390.92,49389,19307344.85,-
BAJAUTOFIN,EQ,28-May-2007,401.2,375.1,414.95,375.1,396.6,403.4,407.42,12068,4916788.25,-
BAJAUTOFIN,EQ,29-May-2007,403.4,407.6,412.0,397.0,406.0,401.15,403.84,10649,4300532.0,-
BAJAUTOFIN,EQ,30-May-2007,401.15,401.0,405.0,380.0,385.0,386.6,395.11,12922,5105660.6,-
BAJAUTOFIN,EQ,31-May-2007,386.6,386.6,401.0,375.0,390.0,390.95,394.13,7755,3056503.3,-
BAJAUTOFIN,EQ,01-Jun-2007,390.95,410.0,415.0,392.65,396.35,399.25,399.34,17497,6987233.0,-
BAJAUTOFIN,EQ,04-Jun-2007,399.25,408.0,408.0,386.0,388.05,391.15,395.54,10118,4002109.5,-
BAJAUTOFIN,EQ,05-Jun-2007,391.15,376.0,403.8,376.0,402.0,399.95,398.38,10225,4073451.0,-
BAJAUTOFIN,EQ,06-Jun-2007,399.95,409.0,410.0,393.2,396.0,397.95,399.05,6173,2463360.45,-
BAJAUTOFIN,EQ,07-Jun-2007,397.95,398.0,401.5,392.0,395.5,400.2,397.33,9474,3764272.75,-
BAJAUTOFIN,EQ,08-Jun-2007,400.2,392.0,399.8,385.6,392.5,393.35,392.7,3015,1183977.3,-
BAJAUTOFIN,EQ,11-Jun-2007,393.35,384.05,399.0,384.05,390.3,391.45,397.87,71818,28574379.4,-
BAJAUTOFIN,EQ,12-Jun-2007,391.45,396.0,402.0,372.0,386.0,390.2,388.91,12720,4946901.65,-
BAJAUTOFIN,EQ,13-Jun-2007,390.2,385.05,395.0,376.2,381.1,382.0,387.28,16460,6374595.55,-
BAJAUTOFIN,EQ,14-Jun-2007,382.0,384.0,394.8,382.5,393.0,390.75,390.14,16530,6448950.25,-
BAJAUTOFIN,EQ,15-Jun-2007,390.75,389.95,392.25,384.3,390.5,389.45,389.71,22334,8703838.25,-
BAJAUTOFIN,EQ,18-Jun-2007,389.45,386.0,389.75,375.5,376.0,379.4,383.41,6410,2457669.5,-
BAJAUTOFIN,EQ,19-Jun-2007,379.4,383.5,383.5,377.55,378.25,379.95,379.82,4301,1633615.05,-
BAJAUTOFIN,EQ,20-Jun-2007,379.95,380.0,382.0,370.0,375.0,373.8,374.73,29664,11115886.2,-
BAJAUTOFIN,EQ,21-Jun-2007,373.8,375.0,375.0,370.0,375.0,373.9,373.82,14391,5379710.9,-
BAJAUTOFIN,EQ,22-Jun-2007,373.9,371.5,372.9,364.0,369.0,368.7,367.55,22629,8317321.0,-
BAJAUTOFIN,EQ,25-Jun-2007,368.7,368.0,376.0,363.15,366.5,367.1,368.5,7318,2696648.3,-
BAJAUTOFIN,EQ,26-Jun-2007,367.1,370.0,370.0,355.05,358.0,359.95,360.72,21485,7750132.05,-
BAJAUTOFIN,EQ,27-Jun-2007,359.95,365.0,390.0,361.0,370.1,373.9,375.01,58598,21974630.0,-
BAJAUTOFIN,EQ,28-Jun-2007,373.9,375.0,390.0,374.0,380.0,379.35,382.66,24951,9547736.3,-
BAJAUTOFIN,EQ,29-Jun-2007,379.35,374.0,384.0,374.0,378.0,378.5,380.15,2480,942783.2,-
BAJAUTOFIN,EQ,02-Jul-2007,378.5,380.1,382.0,376.0,380.0,379.65,379.54,4092,1553062.15,-
BAJAUTOFIN,EQ,03-Jul-2007,379.65,380.0,383.0,374.0,380.0,377.6,377.98,3639,1375486.55,-
BAJAUTOFIN,EQ,04-Jul-2007,377.6,380.0,380.0,369.0,370.0,370.05,372.43,3966,1477050.2,-
BAJAUTOFIN,EQ,05-Jul-2007,370.05,373.3,376.85,361.0,363.75,366.35,367.87,5833,2145775.55,-
BAJAUTOFIN,EQ,06-Jul-2007,366.35,365.0,365.0,360.0,363.8,362.6,363.66,6070,2207422.6,-
BAJAUTOFIN,EQ,09-Jul-2007,362.6,370.0,375.0,363.5,365.0,365.2,368.79,6613,2438831.65,-
BAJAUTOFIN,EQ,10-Jul-2007,365.2,369.9,373.9,365.0,365.0,366.65,367.67,11700,4301739.4,-
BAJAUTOFIN,EQ,11-Jul-2007,366.65,355.0,383.0,355.0,373.1,375.55,375.38,17094,6416701.35,-
BAJAUTOFIN,EQ,12-Jul-2007,375.55,379.95,380.0,370.0,371.0,372.3,374.72,13620,5103714.4,-
BAJAUTOFIN,EQ,13-Jul-2007,372.3,383.0,389.9,372.6,372.6,375.2,376.59,21476,8087539.85,-
BAJAUTOFIN,EQ,16-Jul-2007,375.2,370.0,380.0,370.0,375.0,375.3,376.38,8176,3077288.75,-
BAJAUTOFIN,EQ,17-Jul-2007,375.3,378.75,384.9,378.0,382.9,381.85,380.52,10663,4057516.6,-
BAJAUTOFIN,EQ,18-Jul-2007,381.85,381.95,381.95,374.2,375.0,375.25,375.37,10575,3969589.45,-
BAJAUTOFIN,EQ,19-Jul-2007,375.25,376.2,389.9,376.15,385.0,387.3,383.8,8364,3210075.95,-
BAJAUTOFIN,EQ,20-Jul-2007,387.3,387.3,390.0,385.0,385.0,385.0,387.28,5560,2153286.3,-
BAJAUTOFIN,EQ,23-Jul-2007,385.0,382.5,390.0,382.5,389.25,386.55,386.79,2326,899671.0,-
BAJAUTOFIN,EQ,24-Jul-2007,386.55,388.0,389.9,385.0,385.5,385.85,385.4,12264,4726485.9,-
BAJAUTOFIN,EQ,25-Jul-2007,385.85,390.0,390.0,376.0,380.5,380.55,382.42,959,366740.55,-
BAJAUTOFIN,EQ,26-Jul-2007,380.55,388.9,388.9,380.0,380.0,380.45,381.05,995,379140.45,-
BAJAUTOFIN,EQ,27-Jul-2007,380.45,379.0,379.0,371.05,377.0,376.45,373.91,1791,669677.05,-
BAJAUTOFIN,EQ,30-Jul-2007,376.45,377.4,377.4,362.05,369.5,366.35,369.17,4977,1837347.55,-
BAJAUTOFIN,EQ,31-Jul-2007,366.35,370.0,378.0,369.55,370.0,370.65,371.54,23008,8548361.0,-
BAJAUTOFIN,EQ,01-Aug-2007,370.65,366.0,384.0,365.35,373.0,375.05,370.11,11763,4353604.1,-
BAJAUTOFIN,EQ,02-Aug-2007,375.05,378.0,383.0,376.05,376.05,378.5,379.66,2925,1110492.8,-
BAJAUTOFIN,EQ,03-Aug-2007,378.5,380.0,380.0,370.0,370.0,371.3,374.98,142957,53605767.75,-
BAJAUTOFIN,EQ,06-Aug-2007,371.3,374.0,374.0,364.0,368.85,368.2,365.42,905,330708.55,-
BAJAUTOFIN,EQ,07-Aug-2007,368.2,375.2,380.0,370.0,380.0,376.9,374.16,3967,1484277.2,-
BAJAUTOFIN,EQ,08-Aug-2007,376.9,378.0,378.5,370.0,371.7,370.5,372.54,1123,418360.35,-
BAJAUTOFIN,EQ,09-Aug-2007,370.5,378.0,378.0,370.0,378.0,375.05,374.62,3377,1265092.55,-
BAJAUTOFIN,EQ,10-Aug-2007,375.05,375.0,375.0,365.0,370.0,370.2,368.27,2539,935028.8,-
BAJAUTOFIN,EQ,13-Aug-2007,370.2,377.0,395.0,377.0,395.0,390.6,386.87,9020,3489548.3,-
BAJAUTOFIN,EQ,14-Aug-2007,390.6,390.0,390.0,380.15,389.8,388.8,388.32,8732,3390828.7,-
BAJAUTOFIN,EQ,16-Aug-2007,388.8,388.0,390.0,366.2,367.0,369.2,374.56,677,253580.15,-
BAJAUTOFIN,EQ,17-Aug-2007,369.2,368.05,375.0,350.0,368.5,365.05,363.25,4009,1456281.8,-
BAJAUTOFIN,EQ,20-Aug-2007,365.05,356.0,373.9,356.0,361.0,362.65,363.93,1137,413786.95,-
BAJAUTOFIN,EQ,21-Aug-2007,362.65,362.0,366.0,358.5,358.5,359.6,360.82,1666,601131.65,-
BAJAUTOFIN,EQ,22-Aug-2007,359.6,336.2,360.15,336.2,351.25,355.05,355.28,1128,400750.5,-
BAJAUTOFIN,EQ,23-Aug-2007,355.05,385.0,385.0,350.0,355.0,354.9,354.95,5159,1831197.0,-
BAJAUTOFIN,EQ,24-Aug-2007,354.9,352.05,354.9,350.0,353.5,351.2,351.57,567,199339.45,-
BAJAUTOFIN,EQ,27-Aug-2007,351.2,341.0,388.0,341.0,365.0,362.5,374.67,6702,2511037.0,-
BAJAUTOFIN,EQ,28-Aug-2007,362.5,374.0,374.5,360.55,364.05,364.15,365.21,1611,588353.05,-
BAJAUTOFIN,EQ,29-Aug-2007,364.15,340.45,372.0,340.45,370.6,369.6,367.03,1527,560459.1,-
BAJAUTOFIN,EQ,30-Aug-2007,369.6,360.0,375.0,360.0,370.0,370.15,368.6,2643,974210.0,-
BAJAUTOFIN,EQ,31-Aug-2007,370.15,382.95,384.9,374.35,375.0,376.4,375.62,1964,737718.25,-
BAJAUTOFIN,EQ,03-Sep-2007,376.4,375.0,375.0,365.0,366.2,367.1,370.22,1366,505718.65,-
BAJAUTOFIN,EQ,04-Sep-2007,367.1,370.0,375.0,367.0,370.0,368.8,369.55,1892,699197.5,-
BAJAUTOFIN,EQ,05-Sep-2007,368.8,370.0,371.0,363.0,363.0,363.5,366.6,2265,830346.7,-
BAJAUTOFIN,EQ,06-Sep-2007,363.5,363.5,367.0,360.0,360.0,360.15,362.38,955,346070.5,-
BAJAUTOFIN,EQ,07-Sep-2007,360.15,357.0,370.0,356.0,356.1,356.55,359.39,4727,1698834.1,-
BAJAUTOFIN,EQ,10-Sep-2007,356.55,356.55,366.9,354.0,360.0,359.8,358.9,5079,1822871.05,-
BAJAUTOFIN,EQ,11-Sep-2007,359.8,360.0,363.5,355.75,360.95,360.95,359.95,4808,1730617.75,-
BAJAUTOFIN,EQ,12-Sep-2007,360.95,360.0,363.75,358.75,360.0,360.0,360.22,585,210727.05,-
BAJAUTOFIN,EQ,13-Sep-2007,360.0,357.0,362.0,357.0,361.0,360.15,359.73,1065,383117.1,-
BAJAUTOFIN,EQ,14-Sep-2007,360.15,364.9,366.7,360.0,362.0,362.75,363.98,4185,1523240.6,-
BAJAUTOFIN,EQ,17-Sep-2007,362.75,368.0,368.0,351.1,357.0,356.85,359.14,1306,469033.25,-
BAJAUTOFIN,EQ,18-Sep-2007,356.85,351.0,360.9,351.0,360.9,360.3,359.7,1678,603577.7,-
BAJAUTOFIN,EQ,19-Sep-2007,360.3,372.0,372.0,358.4,361.0,360.2,361.66,4239,1533088.05,-
BAJAUTOFIN,EQ,20-Sep-2007,360.2,365.0,365.0,360.0,361.0,360.2,360.63,1973,711527.4,-
BAJAUTOFIN,EQ,21-Sep-2007,360.2,363.95,366.0,360.0,360.0,360.0,360.86,6019,2172032.2,-
BAJAUTOFIN,EQ,24-Sep-2007,360.0,355.0,365.0,354.9,361.0,360.05,360.03,134117,48285834.95,-
BAJAUTOFIN,EQ,25-Sep-2007,360.05,375.0,375.0,348.0,360.0,359.85,360.64,2941,1060631.2,-
BAJAUTOFIN,EQ,26-Sep-2007,359.85,364.85,364.85,358.5,359.6,359.75,359.95,5535,1992348.15,-
BAJAUTOFIN,EQ,27-Sep-2007,359.75,369.5,369.5,354.0,360.0,360.1,359.24,6636,2383906.5,-
BAJAUTOFIN,EQ,28-Sep-2007,360.1,360.0,380.0,357.0,357.0,364.45,366.6,26885,9856172.1,-
BAJAUTOFIN,EQ,01-Oct-2007,364.45,345.0,363.95,345.0,355.0,355.1,357.45,1957,699533.9,-
BAJAUTOFIN,EQ,03-Oct-2007,355.1,358.0,360.0,342.1,344.95,344.35,352.25,5755,2027218.35,-
BAJAUTOFIN,EQ,04-Oct-2007,344.35,365.0,365.0,343.0,351.0,351.8,347.55,9067,3151263.5,-
BAJAUTOFIN,EQ,05-Oct-2007,351.8,355.0,358.95,346.1,351.0,352.85,352.81,4899,1728405.3,-
BAJAUTOFIN,EQ,08-Oct-2007,352.85,354.0,362.0,346.5,360.0,359.9,359.16,16493,5923547.1,-
BAJAUTOFIN,EQ,09-Oct-2007,359.9,350.0,365.0,350.0,364.85,363.55,360.98,14792,5339550.3,-
BAJAUTOFIN,EQ,10-Oct-2007,363.55,350.0,369.5,340.05,360.0,360.0,360.8,14188,5119099.35,-
BAJAUTOFIN,EQ,11-Oct-2007,360.0,350.0,360.0,350.0,356.6,358.25,359.36,6002,2156852.55,-
BAJAUTOFIN,EQ,12-Oct-2007,358.25,355.0,360.0,349.0,355.0,352.95,353.07,5331,1882199.6,-
BAJAUTOFIN,EQ,15-Oct-2007,352.95,359.0,359.0,347.0,347.0,348.9,351.75,2342,823788.15,-
BAJAUTOFIN,EQ,16-Oct-2007,348.9,340.0,350.0,330.3,345.0,348.3,347.35,8255,2867372.3,-
BAJAUTOFIN,EQ,17-Oct-2007,348.3,345.0,350.0,320.0,350.0,348.35,344.83,308,106208.1,-
BAJAUTOFIN,EQ,18-Oct-2007,348.35,355.0,355.0,321.0,334.0,335.05,349.02,26775,9345069.75,-
BAJAUTOFIN,EQ,19-Oct-2007,335.05,335.0,335.0,321.1,328.0,327.95,326.55,1504,491124.7,-
BAJAUTOFIN,EQ,22-Oct-2007,327.95,349.0,350.0,334.0,336.0,336.3,343.57,2767,950665.3,-
BAJAUTOFIN,EQ,23-Oct-2007,336.3,340.0,344.0,333.0,336.0,336.4,337.82,2409,813805.45,-
BAJAUTOFIN,N1,23-Oct-2007,500.0,425.0,425.0,425.0,425.0,425.0,425.0,25,10625.0,-
BAJAUTOFIN,EQ,24-Oct-2007,336.4,330.0,346.95,330.0,346.5,344.9,342.63,3364,1152620.65,-
BAJAUTOFIN,EQ,25-Oct-2007,344.9,340.0,347.0,340.0,340.0,340.0,340.05,7464,2538168.5,-
BAJAUTOFIN,EQ,26-Oct-2007,340.0,340.0,342.0,336.1,340.0,340.0,339.78,2190,744121.2,-
BAJAUTOFIN,EQ,29-Oct-2007,340.0,340.0,343.25,334.0,338.0,337.55,339.37,4678,1587567.0,-
BAJAUTOFIN,EQ,30-Oct-2007,337.55,328.55,338.0,326.1,334.95,334.95,333.6,6913,2306185.2,-
BAJAUTOFIN,EQ,31-Oct-2007,334.95,336.5,336.95,330.0,334.0,333.5,334.67,5611,1877811.05,-
BAJAUTOFIN,EQ,01-Nov-2007,333.5,336.0,336.9,321.25,336.0,332.35,331.14,9684,3206730.15,-
BAJAUTOFIN,EQ,02-Nov-2007,332.35,308.0,335.0,308.0,332.0,331.3,330.78,10394,3438103.05,-
BAJAUTOFIN,EQ,05-Nov-2007,331.3,330.0,337.95,316.25,335.0,335.0,334.24,8975,2999802.15,-
BAJAUTOFIN,EQ,06-Nov-2007,335.0,340.0,340.0,325.5,334.5,331.8,331.13,3171,1050009.25,-
BAJAUTOFIN,EQ,07-Nov-2007,331.8,332.0,335.95,330.0,330.0,330.0,331.6,4044,1340987.7,-
BAJAUTOFIN,EQ,08-Nov-2007,330.0,329.0,329.0,320.0,321.0,321.8,323.73,584,189060.25,-
BAJAUTOFIN,EQ,09-Nov-2007,321.8,321.6,340.0,321.6,323.25,335.65,331.54,170,56361.25,-
BAJAUTOFIN,EQ,12-Nov-2007,335.65,323.25,330.0,318.0,328.95,325.1,322.89,1175,379401.4,-
BAJAUTOFIN,EQ,13-Nov-2007,325.1,328.25,328.25,302.8,309.1,310.5,316.09,8484,2681729.3,-
BAJAUTOFIN,EQ,14-Nov-2007,310.5,315.0,320.0,310.0,310.0,310.55,313.38,3316,1039161.95,-
BAJAUTOFIN,EQ,15-Nov-2007,310.55,317.0,317.0,308.6,310.0,309.55,311.76,3334,1039404.25,-
BAJAUTOFIN,EQ,16-Nov-2007,309.55,309.05,315.0,303.05,310.0,309.95,310.23,4463,1384551.2,-
BAJAUTOFIN,EQ,19-Nov-2007,309.95,306.0,333.9,305.0,322.0,326.45,323.55,17445,5644376.35,-
BAJAUTOFIN,EQ,20-Nov-2007,326.45,332.0,350.0,329.0,335.1,337.75,338.48,16312,5521216.55,-
BAJAUTOFIN,EQ,21-Nov-2007,337.75,348.95,350.0,330.0,330.5,330.8,331.04,8318,2753614.8,-
BAJAUTOFIN,EQ,22-Nov-2007,330.8,330.0,335.0,323.0,334.0,332.7,331.91,7293,2420599.1,-
BAJAUTOFIN,EQ,23-Nov-2007,332.7,330.0,330.0,320.25,326.0,324.55,325.04,797,259058.05,-
BAJAUTOFIN,EQ,26-Nov-2007,324.55,333.95,333.95,318.0,321.5,321.5,324.04,2228,721954.65,-
BAJAUTOFIN,EQ,27-Nov-2007,321.5,325.1,325.1,315.0,318.9,317.3,319.48,3618,1155888.85,-
BAJAUTOFIN,EQ,28-Nov-2007,317.3,319.0,329.85,319.0,322.0,321.55,326.58,6424,2097949.8,-
BAJAUTOFIN,EQ,29-Nov-2007,321.55,325.5,328.0,311.0,320.0,322.75,321.67,1593,512422.85,-
BAJAUTOFIN,EQ,30-Nov-2007,322.75,325.0,339.0,320.0,334.75,330.35,329.89,10251,3381674.35,-
BAJAUTOFIN,EQ,03-Dec-2007,330.35,325.0,335.0,325.0,334.9,332.9,332.49,2418,803959.4,-
BAJAUTOFIN,EQ,04-Dec-2007,332.9,338.0,344.0,335.05,340.0,338.95,338.16,4869,1646520.85,-
BAJAUTOFIN,EQ,05-Dec-2007,338.95,350.0,360.0,336.0,340.0,340.1,342.15,4743,1622832.0,-
BAJAUTOFIN,EQ,06-Dec-2007,340.1,321.0,351.0,321.0,346.0,343.65,344.1,6796,2338503.55,-
BAJAUTOFIN,EQ,07-Dec-2007,343.65,358.9,358.9,340.0,345.0,344.85,344.94,2477,854425.1,-
BAJAUTOFIN,EQ,10-Dec-2007,344.85,342.05,348.95,339.0,341.0,341.0,341.06,86628,29545737.65,-
BAJAUTOFIN,EQ,11-Dec-2007,341.0,349.6,360.5,340.55,352.0,353.6,348.22,216744,75474859.05,-
BAJAUTOFIN,EQ,12-Dec-2007,353.6,352.0,384.0,352.0,375.0,375.15,372.29,83200,30974270.05,-
BAJAUTOFIN,EQ,13-Dec-2007,375.15,384.0,394.5,374.25,378.0,376.6,384.38,31589,12142206.7,-
BAJAUTOFIN,EQ,14-Dec-2007,376.6,375.0,377.9,360.05,370.0,370.4,370.11,14328,5302901.3,-
BAJAUTOFIN,EQ,17-Dec-2007,370.4,358.0,370.0,356.1,360.0,360.05,360.95,15065,5437728.85,-
BAJAUTOFIN,EQ,18-Dec-2007,360.05,343.0,400.0,343.0,375.0,373.4,376.15,28421,10690592.4,-
BAJAUTOFIN,EQ,19-Dec-2007,373.4,375.0,380.0,370.0,370.0,370.65,371.84,11813,4392554.75,-
BAJAUTOFIN,EQ,20-Dec-2007,370.65,370.0,375.0,353.0,370.0,370.4,370.05,163578,60531949.1,-
BAJAUTOFIN,EQ,24-Dec-2007,370.4,387.4,392.0,365.05,365.05,369.35,378.34,26663,10087679.05,-
BAJAUTOFIN,EQ,26-Dec-2007,369.35,372.75,382.0,370.0,372.45,370.35,374.36,15881,5945148.45,-
BAJAUTOFIN,EQ,27-Dec-2007,370.35,376.95,402.0,372.0,372.05,376.05,380.58,18967,7218367.9,-
BAJAUTOFIN,EQ,28-Dec-2007,376.05,375.0,438.4,370.0,430.0,428.95,413.47,226582,93685615.85,-
BAJAUTOFIN,EQ,31-Dec-2007,428.95,401.05,452.0,401.05,438.0,439.2,443.49,61378,27220809.2,-
BAJAUTOFIN,EQ,01-Jan-2008,439.2,435.0,450.0,422.0,422.0,426.9,438.61,84181,36922571.85,-
BAJAUTOFIN,EQ,02-Jan-2008,426.9,435.0,472.0,417.0,458.95,457.4,450.03,64909,29210740.8,-
BAJAUTOFIN,EQ,03-Jan-2008,457.4,469.85,470.0,435.0,435.0,444.8,459.4,22296,10242762.05,-
BAJAUTOFIN,EQ,04-Jan-2008,444.8,460.0,508.0,447.0,490.35,500.5,484.26,71126,34443765.15,-
BAJAUTOFIN,EQ,07-Jan-2008,500.5,490.0,508.0,463.05,488.5,486.3,486.53,69091,33614568.5,-
BAJAUTOFIN,EQ,08-Jan-2008,486.3,504.0,539.35,489.0,510.0,510.05,512.97,125963,64614804.0,-
BAJAUTOFIN,EQ,09-Jan-2008,510.05,498.0,526.8,486.0,505.05,506.0,509.8,51387,26196973.05,-
BAJAUTOFIN,EQ,10-Jan-2008,506.0,500.0,518.0,481.5,490.0,490.1,495.59,22706,11252794.5,-
BAJAUTOFIN,EQ,11-Jan-2008,490.1,548.9,548.9,477.0,481.0,483.55,486.24,10070,4896486.95,-
BAJAUTOFIN,EQ,14-Jan-2008,483.55,480.0,490.5,461.0,472.0,472.15,476.2,13839,6590190.45,-
BAJAUTOFIN,EQ,15-Jan-2008,472.15,480.0,490.05,436.05,441.0,446.05,455.07,15407,7011274.15,-
BAJAUTOFIN,EQ,16-Jan-2008,446.05,441.0,451.0,431.0,450.0,450.05,446.69,12129,5417949.7,-
BAJAUTOFIN,EQ,17-Jan-2008,450.05,450.0,483.0,442.0,469.75,461.1,457.36,24163,11051075.5,-
BAJAUTOFIN,EQ,18-Jan-2008,461.1,431.1,460.0,390.0,436.0,405.25,418.93,28071,11759898.6,-
BAJAUTOFIN,EQ,21-Jan-2008,405.25,448.0,448.0,332.6,351.0,351.3,384.48,28364,10905400.25,-
BAJAUTOFIN,EQ,22-Jan-2008,351.3,369.0,370.0,281.05,329.0,329.95,301.72,23138,6981090.35,-
BAJAUTOFIN,EQ,23-Jan-2008,329.95,330.0,395.9,330.0,363.0,384.6,367.31,7737,2841854.2,-
BAJAUTOFIN,EQ,24-Jan-2008,384.6,414.9,414.9,343.15,360.0,372.15,367.5,17048,6265111.8,-
BAJAUTOFIN,EQ,25-Jan-2008,372.15,366.0,405.0,365.0,404.0,403.5,392.77,5510,2164152.45,-
BAJAUTOFIN,EQ,28-Jan-2008,403.5,399.95,405.0,366.0,405.0,402.15,400.16,6857,2743907.45,-
BAJAUTOFIN,EQ,29-Jan-2008,402.15,413.1,413.1,393.0,404.0,400.55,402.45,2408,969088.3,-
BAJAUTOFIN,EQ,30-Jan-2008,400.55,385.0,409.95,375.0,400.0,399.9,397.5,7711,3065119.65,-
BAJAUTOFIN,EQ,31-Jan-2008,399.9,390.0,424.0,390.0,406.0,405.05,418.43,60112,25152789.85,-
BAJAUTOFIN,EQ,01-Feb-2008,405.05,406.0,440.0,390.05,440.0,424.5,415.59,9362,3890707.15,-
BAJAUTOFIN,EQ,04-Feb-2008,424.5,442.0,442.0,410.0,416.9,413.0,422.34,2411,1018259.0,-
BAJAUTOFIN,EQ,05-Feb-2008,413.0,423.8,423.9,401.1,401.1,405.75,410.96,1055,433565.1,-
BAJAUTOFIN,EQ,06-Feb-2008,405.75,410.5,418.9,382.0,400.15,400.0,402.98,1732,697969.15,-
BAJAUTOFIN,EQ,07-Feb-2008,400.0,401.0,408.95,390.0,400.0,398.85,397.34,14650,5821061.15,-
BAJAUTOFIN,EQ,08-Feb-2008,398.85,399.0,414.0,368.25,401.0,403.0,387.44,4221,1635388.15,-
BAJAUTOFIN,EQ,11-Feb-2008,403.0,375.5,404.5,340.0,399.5,389.4,380.99,12926,4924735.85,-
BAJAUTOFIN,EQ,12-Feb-2008,389.4,366.1,399.0,362.25,399.0,396.75,381.04,60912,23209841.35,-
BAJAUTOFIN,EQ,13-Feb-2008,396.75,396.0,400.0,376.0,399.0,396.25,394.9,10850,4284682.7,-
BAJAUTOFIN,EQ,14-Feb-2008,396.25,400.0,430.0,383.2,425.0,406.85,406.29,15333,6229623.35,-
BAJAUTOFIN,EQ,15-Feb-2008,406.85,400.55,414.5,396.0,401.0,405.9,405.34,4408,1786722.55,-
BAJAUTOFIN,EQ,18-Feb-2008,405.9,403.0,429.0,396.0,424.0,420.0,413.43,10040,4150858.4,-
BAJAUTOFIN,EQ,19-Feb-2008,420.0,422.7,445.0,400.5,430.0,435.4,433.2,21105,9142646.15,-
BAJAUTOFIN,EQ,20-Feb-2008,435.4,436.0,440.0,411.0,435.0,433.4,429.7,8997,3866054.65,-
BAJAUTOFIN,EQ,21-Feb-2008,433.4,430.9,434.8,418.1,430.0,428.9,426.67,2903,1238609.85,-
BAJAUTOFIN,EQ,22-Feb-2008,428.9,429.5,433.0,418.0,420.0,428.65,427.13,2681,1145133.9,-
BAJAUTOFIN,EQ,25-Feb-2008,428.65,411.9,431.0,411.9,414.2,421.85,420.67,4112,1729799.25,-
BAJAUTOFIN,EQ,26-Feb-2008,421.85,420.0,421.0,356.25,417.95,417.9,412.1,4652,1917092.65,-
BAJAUTOFIN,EQ,27-Feb-2008,417.9,419.0,429.0,407.0,416.1,423.1,407.53,155614,63417153.1,-
BAJAUTOFIN,EQ,28-Feb-2008,423.1,419.0,448.0,410.1,437.0,430.8,430.14,14811,6370760.1,-
BAJAUTOFIN,EQ,29-Feb-2008,430.8,426.0,427.0,415.0,416.15,423.1,424.42,19584,8311891.0,-
BAJAUTOFIN,EQ,03-Mar-2008,423.1,415.95,416.0,391.0,392.05,397.55,404.41,3111,1258115.8,-
